OD	"Sudan"	"Germany"	"Uganda"	"Iran"	"Philippines"	"South Africa"	"Paraguay"	"Colombia"	"Mauritius"	"Cambodia"	"Malawi"	"Brunei"	"Somalia"	"Sri Lanka"	"Argentina"	"Afghanistan"	"Eritrea"	"Iraq"	"United Kingdom"	"Nicaragua"	"Chile"	"Kazakhstan"	"Armenia"	"Angola"	"China"	"Comoros"	"Pakistan"	"Namibia"	"Norway"	"Peru"	"Cuba"	"Costa Rica"	"Russia"	"Zimbabwe"	"Guinea-Bissau"	"Uruguay"	"Syria"	"Mali"	"Liberia"	"Kenya"	"Senegal"	"Israel"	"Zambia"	"Sierra Leone"	"Vanuatu"	"Ethiopia"	"Greece"	"Albania"	"Tonga"	"Tanzania"	"Jordan"	"Tuvalu"	"Cameroon"	"South Korea"	"Various"	"Georgia"	"Central Afr. Rep."	"Yemen"	"Hungary"	"Guinea"	"Côte d'Ivoire"	"Honduras"	"Mauritania"	"Bangladesh"	"Burkina Faso"	"Bahrain"	"Nepal"	"Burundi"	"Ghana"	"Botswana"	"Austria"	"Nigeria"	"Indonesia"	"Romania"	"Stateless"	"Macedonia"	"Mongolia"	"Libya"	"Benin"	"Mexico"	"Kuwait"	"Palestine"	"Western Sahara"	"Congo, Dem.Rep."	"Moldova"	"Cape Verde"	"Chad"	"Poland"	"France"	"Algeria"	"Uzbekistan"	"Rwanda"	"Morocco"	"Saudi Arabia"	"India"	"North Korea"	"Mozambique"	"Togo"	"Panama"	"Bosnia & Herz."	"Djibouti"	"Bulgaria"	"Estonia"	"Thailand"	"Bolivia"	"Ukraine"	"Venezuela"	"Turkey"	"Congo"	"Spain"	"El Salvador"	"Fiji"	"Qatar"	"Trinidad & Tobago"	"Croatia"	"Samoa"	"Lebanon"	"Gambia"	"Kyrgyzstan"	"Brazil"	"Belarus"	"Czech Rep."	"Laos"	"Dominica"	"Sweden"	"Belize"	"United States"	"Equatorial Guinea"	"Turkmenistan"	"Belgium"	"Ecuador"	"Niger"	"Slovenia"	"Malaysia"	"Australia"	"Serbia"	"Tajikistan"	"Tibetans"	"Latvia"	"Madagascar"	"Myanmar"	"Dominican Rep."	"Bhutan"	"Solomon Islands"	"Tunisia"	"Egypt"	"Denmark"	"Haiti"	"Guyana"	"Swaziland"	"Viet Nam"	"Guatemala"	"Cyprus"	"Finland"	"Slovakia"	"Antigua & Barbuda"	"Martinique"	"Azerbaijan"	"New Zealand"	"Lithuania"	"Portugal"	"Netherlands"	"Emirates"	"Gabon"	"Italy"	"Montenegro"	"Saint Lucia"	"Japan"	"Maldives"	"Suriname"	"Hong Kong"	"St Vincent"	"Papua New Guinea"	"Grenada"	"Canada"	"Sao Tome"	"Luxembourg"	"Seychelles"	"Jamaica"	"Lesotho"	"Oman"	"Andorra"	"Timor-Leste"	"Switzerland"	"Singapore"	"St Kitts"	"Ireland"	"Iceland"	"Kiribati"	"Monaco"	"Malta"	"San Marino"	"Barbados"	"Gibraltar"	"Bahamas"	"Macao SAR"	"Nauru"	"Bermuda"	"Puerto Rico"	"French Guiana"	"Palau"	"Holy See"	"Cook Islands"	"French Polynesia"	"Turks"
"Hungary"	0	2161	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	42	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	19	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Guinea"	0	260	6	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	205	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	9	0	0	0	0	0	0	0	26	24	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1136	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	20	0	0	0	0	0	0	0	0	0	1	0	6	0	0	16	0	2642	0	0	218	4	0	0	0	253	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	3	0	0	0	0	1	0	3	1023	0	1	37	0	0	0	0	0	0	0	0	0	747	0	0	0	0	0	0	0	0	67	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Côte d'Ivoire"	0	239	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	870	0	0	0	0	99	2	0	0	0	19	0	0	0	0	0	45	2	1	2066	12590	0	64	311	0	43	0	0	7	0	0	0	0	0	47	4	0	0	35	0	6	4335	0	0	168	0	5	0	0	0	22	0	9	43	1	0	0	0	0	24	44	6	0	0	0	0	0	0	0	1	1290	23	0	0	198	0	1	0	0	136	0	0	0	0	0	14	0	1	1	1	0	110	0	0	0	0	0	0	0	70	0	12	0	0	0	0	37	0	1064	0	0	189	0	26	0	0	169	0	0	0	0	0	0	0	0	0	5	78	3	0	0	0	0	0	0	3	0	0	0	0	0	0	5	332	0	1	1012	0	0	0	0	0	1	0	0	0	236	0	0	0	0	0	0	0	1	77	0	0	80	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Honduras"	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mauritania"	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	6165	0	0	19630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	3131	0	0	92	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	140	0	14	6	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bangladesh"	0	385	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1786	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	1297	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	1930	0	0	4	1	0	0	2	118	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	42	0	0	0	0	2	0	0	54	0	0	145	0	0	0	0	0	2	0	0	0	1575	0	0	0	0	0	0	0	0	38	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Burkina Faso"	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	100	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	16	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bahrain"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nepal"	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	32	0	0	0	0	0	0	0	0	0	0	0	0	2	0	67	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	1518	0	0	26	2	0	0	17	72	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	18	0	0	105	0	0	0	0	0	0	0	0	11	0	0	0	319	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Burundi"	0	134	1741	0	0	2196	0	0	0	0	1245	0	0	0	2	0	0	0	1753	0	3	0	0	10	5	0	0	68	761	0	1	0	0	493	3	0	1	50	0	1195	56	1	1401	0	0	50	23	0	0	352640	0	0	269	1	0	0	41	3	4	6	92	0	0	0	62	0	0	0	0	105	13	6	0	1	0	0	0	3	46	0	0	0	0	17777	0	0	0	0	266	1	0	2870	0	0	0	0	605	57	0	0	0	2	0	0	0	7	0	0	47	1	0	0	0	0	0	0	0	0	0	33	0	0	0	0	1201	0	2094	0	0	294	1	0	1	2	1478	0	0	0	0	0	0	0	0	0	4	41	326	0	0	173	0	0	0	5	1	0	0	0	114	0	0	2257	0	41	24	0	0	1	0	0	1	0	0	0	2148	0	0	0	0	0	0	0	0	148	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ghana"	0	1491	0	0	0	8	0	0	0	0	0	0	0	0	11	0	0	0	1870	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	39	0	0	0	0	0	0	0	0	0	19	69	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	5000	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	18	0	0	5	0	243	0	0	8	1	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	8	0	1	127	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	6	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Botswana"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Austria"	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nigeria"	0	1096	2	0	0	27	0	0	0	0	0	0	0	0	35	0	0	0	2165	1	8	0	0	0	0	0	0	0	21	0	0	0	0	0	2	7	0	76	0	0	8	0	0	0	0	0	39	0	0	0	0	0	2953	0	0	0	0	0	116	3	13	0	0	0	0	0	0	0	4	0	72	0	0	2	0	0	0	1	215	3	0	0	0	0	0	0	0	11	471	0	0	0	5	0	0	0	0	14	10	0	0	10	0	0	0	3	2	0	0	56	0	0	0	0	0	0	0	0	0	26	0	19	0	0	40	0	2541	0	0	5	2	0	1	1	53	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	1	0	40	0	0	0	0	2	3	2	193	0	0	486	0	0	0	0	0	0	0	0	0	1722	0	0	0	0	0	0	0	0	36	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Indonesia"	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6650	0	0	0	1	0	0	15174	1353	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	1	1	0	0	0	0	8	0	1	39	0	0	0	0	0	0	0	0	0	0	10177	0	402	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Romania"	0	3898	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	551	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	190	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	124	0	0	25	0	1091	0	0	57	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	1	34	0	0	74	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	0	0	0	54	0	0	328	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stateless"	0	3430	0	0	3	0	0	3	0	0	0	0	0	0	1	0	0	0	198	0	7	0	0	0	0	0	0	0	655	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	4	0	8	1	0	0	46	0	0	0	0	0	0	5	0	0	1	0	38	0	0	2218	0	1139	0	0	13	4	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	646	0	0	0	0	0	1	72	2	0	0	0	7	6	0	873	1	0	6	0	0	4	0	0	0	0	0	0	1248	0	0	0	0	0	0	0	0	51	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Macedonia"	0	6014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	57	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	159	0	256	0	0	36	0	0	3	0	0	398	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	14	0	0	0	0	1	0	0	53	0	0	65	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	153	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mongolia"	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	228	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	2	0	6	54	0	0	1	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Libya"	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	1	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	111	0	68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	0	1	28	0	0	0	0	8	0	0	86	0	0	1	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	389	0	0	64	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Benin"	0	85	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mexico"	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Kuwait"	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	120	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	1	0	0	0	34	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	1	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palestine"	0	0	3	0	17	0	0	0	0	1	0	0	0	0	0	0	0	15000	122	0	3	0	0	0	2	0	12	0	10	10	2	0	5	0	0	0	9	0	1	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	440	96	0	1	0	0	0	0	0	0	0	0	0	0	2	3	34	0	0	0	1883	0	2	0	0	0	0	12	0	0	5	86	4005	0	0	25	240016	61	0	0	0	0	9	0	0	0	12	0	4	0	22	0	2	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	6	0	0	40	2	0	0	2	90	0	0	0	0	0	0	0	0	0	14	70198	1025	0	0	0	0	0	108	0	0	0	0	9	59	2	1	8	6	0	73	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	26	0	0	81	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Western Sahara"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	90000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Congo Dem.Rep."	2733	3563	28766	0	1	10772	0	1	0	4	814	0	12	0	5	0	0	0	6882	0	6	0	0	12615	3	0	0	638	999	0	0	0	1	2203	2	0	4	124	4	2385	21	105	60874	0	0	178	42	0	0	127973	7	0	661	14	0	0	3027	0	37	19	204	0	45	0	50	0	0	12623	20	227	352	750	8	22	0	0	0	7	502	36	0	0	0	0	0	0	0	8	8924	90	0	46272	128	0	6	0	1380	124	0	0	0	31	0	25	0	10	0	2	46341	161	0	0	0	0	0	0	0	8	0	268	0	0	0	0	259	0	5443	0	0	884	2	87	3	1	714	0	0	0	1	0	0	0	0	0	0	20	603	0	0	117	0	0	8	168	4	0	0	1	30	1	17	1751	0	76	496	0	0	2	0	0	3	0	0	0	5212	0	0	0	0	0	0	0	0	1353	0	0	470	1	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Moldova"	0	2170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	55	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	16	0	8338	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	9	3	0	0	0	0	0	0	0	18	0	0	42	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	12	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cape Verde"	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chad"	25023	29	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	24	0	0	0	0	43	0	0	0	0	9	0	0	0	0	0	0	0	2	42	1	0	25	1	0	1	0	0	3	0	0	0	1	0	7095	0	0	0	930	0	0	0	16	0	0	0	152	0	0	0	4	0	2	62	0	0	0	0	0	8	101	0	0	0	0	0	0	0	0	0	774	0	0	8	2	0	0	0	0	11	2	0	0	0	0	0	0	7	0	0	86	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	317	0	0	19	0	132	0	0	7	0	0	0	0	0	0	0	0	0	2	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	905	11	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	36	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
